DATETIME,PREASSURE
2008/10/16 22:50:31.353,4.995
2008/10/16 22:50:31.243,4.995
2008/10/16 22:50:31.133,4.995
2008/10/16 22:50:31.023,4.998
2008/10/16 22:50:30.917,4.993
2008/10/16 22:50:30.807,4.995
2008/10/16 22:50:30.697,4.995
2008/10/16 22:50:30.587,4.995
2008/10/16 22:50:30.477,4.995
2008/10/16 22:50:30.367,4.995
2008/10/16 22:50:30.260,4.995
2008/10/16 22:50:30.150,4.998
2008/10/16 22:50:30.040,4.998
2008/10/16 22:50:29.930,4.998
2008/10/16 22:50:29.820,4.995
2008/10/16 22:50:29.713,4.995
2008/10/16 22:50:29.603,4.995
2008/10/16 22:50:29.493,4.995
2008/10/16 22:50:29.383,4.998
2008/10/16 22:50:29.273,4.995
2008/10/16 22:50:29.167,4.995
2008/10/16 22:50:29.057,4.998
2008/10/16 22:50:28.947,4.998
2008/10/16 22:50:28.837,4.995
2008/10/16 22:50:28.727,4.995
2008/10/16 22:50:28.617,4.995
2008/10/16 22:50:28.510,4.995
2008/10/16 22:50:28.400,4.995
2008/10/16 22:50:28.290,4.995
2008/10/16 22:50:28.180,4.998
2008/10/16 22:50:28.070,4.995
2008/10/16 22:50:27.963,4.995
2008/10/16 22:50:27.853,4.995
2008/10/16 22:50:27.743,4.995
2008/10/16 22:50:27.633,4.995
2008/10/16 22:50:27.540,4.995
2008/10/16 22:50:27.417,4.995
2008/10/16 22:50:27.307,4.998
2008/10/16 22:50:27.197,4.998
2008/10/16 22:50:27.087,4.995
2008/10/16 22:50:26.977,4.993
2008/10/16 22:50:26.867,4.995
2008/10/16 22:50:26.760,4.995
2008/10/16 22:50:26.650,4.995
2008/10/16 22:50:26.540,4.995
2008/10/16 22:50:26.430,4.995
2008/10/16 22:50:26.320,4.998
2008/10/16 22:50:26.213,4.998
2008/10/16 22:50:26.103,4.995
2008/10/16 22:50:25.993,4.995
2008/10/16 22:50:25.883,4.998
2008/10/16 22:50:25.773,4.998
2008/10/16 22:50:25.667,4.998
2008/10/16 22:50:25.557,4.995
2008/10/16 22:50:25.447,4.995
2008/10/16 22:50:25.337,4.998
2008/10/16 22:50:25.227,4.998
2008/10/16 22:50:25.133,4.998
2008/10/16 22:50:25.010,4.995
2008/10/16 22:50:24.900,4.995
2008/10/16 22:50:24.790,4.998
2008/10/16 22:50:24.680,4.995
2008/10/16 22:50:24.570,4.995
2008/10/16 22:50:24.463,4.998
2008/10/16 22:50:24.353,4.995
2008/10/16 22:50:24.243,4.995
2008/10/16 22:50:24.150,4.995
2008/10/16 22:50:24.023,4.998
2008/10/16 22:50:23.917,4.995
2008/10/16 22:50:23.807,4.995
2008/10/16 22:50:23.697,4.993
2008/10/16 22:50:23.587,4.998
2008/10/16 22:50:23.477,4.998
2008/10/16 22:50:23.367,4.995
2008/10/16 22:50:23.273,4.995
2008/10/16 22:50:23.150,4.998
2008/10/16 22:50:23.040,4.998
2008/10/16 22:50:22.930,4.998
2008/10/16 22:50:22.820,4.998
2008/10/16 22:50:22.727,4.998
2008/10/16 22:50:22.603,4.995
2008/10/16 22:50:22.493,4.998
2008/10/16 22:50:22.383,4.995
2008/10/16 22:50:22.273,4.993
2008/10/16 22:50:22.167,4.995
2008/10/16 22:50:22.057,4.995
2008/10/16 22:50:21.947,4.998
2008/10/16 22:50:21.837,4.995
2008/10/16 22:50:21.727,4.995
2008/10/16 22:50:21.617,4.995
2008/10/16 22:50:21.510,4.995
2008/10/16 22:50:21.400,4.995
2008/10/16 22:50:21.290,4.998
2008/10/16 22:50:21.180,4.995
2008/10/16 22:50:21.070,4.995
2008/10/16 22:50:20.963,4.998
2008/10/16 22:50:20.853,4.995
2008/10/16 22:50:20.743,4.998
2008/10/16 22:50:20.633,4.995
2008/10/16 22:50:20.523,4.995
2008/10/16 22:50:20.417,4.995
2008/10/16 22:50:20.307,4.998
2008/10/16 22:50:20.197,4.995
2008/10/16 22:50:20.087,4.995
2008/10/16 22:50:19.977,4.995
2008/10/16 22:50:19.867,4.995
2008/10/16 22:50:19.760,4.998
2008/10/16 22:50:19.650,4.998
2008/10/16 22:50:19.540,4.995
2008/10/16 22:50:19.430,4.995
2008/10/16 22:50:19.320,4.995
2008/10/16 22:50:19.213,4.998
2008/10/16 22:50:19.103,4.995
2008/10/16 22:50:18.993,4.995
2008/10/16 22:50:18.883,4.995
2008/10/16 22:50:18.773,4.995
2008/10/16 22:50:18.667,4.995
2008/10/16 22:50:18.557,4.995
2008/10/16 22:50:18.447,4.995
2008/10/16 22:50:18.337,4.995
2008/10/16 22:50:18.227,4.998
2008/10/16 22:50:18.117,4.998
2008/10/16 22:50:18.010,4.998
2008/10/16 22:50:17.900,4.998
2008/10/16 22:50:17.790,4.995
2008/10/16 22:50:17.680,4.995
2008/10/16 22:50:17.570,4.995
2008/10/16 22:50:17.463,4.995
2008/10/16 22:50:17.353,4.995
2008/10/16 22:50:17.243,4.995
2008/10/16 22:50:17.133,4.998
2008/10/16 22:50:17.023,4.995
2008/10/16 22:50:16.917,4.998
2008/10/16 22:50:16.807,4.995
2008/10/16 22:50:16.697,4.995
2008/10/16 22:50:16.587,4.993
2008/10/16 22:50:16.477,4.998
2008/10/16 22:50:16.383,4.998
2008/10/16 22:50:16.260,4.995
2008/10/16 22:50:16.150,4.998
2008/10/16 22:50:16.040,4.995
2008/10/16 22:50:15.930,4.995
2008/10/16 22:50:15.820,4.995
2008/10/16 22:50:15.713,4.995
2008/10/16 22:50:15.617,4.995
2008/10/16 22:50:15.493,4.995
2008/10/16 22:50:15.383,4.998
2008/10/16 22:50:15.273,4.995
2008/10/16 22:50:15.167,4.995
2008/10/16 22:50:15.057,4.995
2008/10/16 22:50:14.947,4.995
2008/10/16 22:50:14.837,4.998
2008/10/16 22:50:14.727,4.995
2008/10/16 22:50:14.617,4.995
2008/10/16 22:50:14.523,4.995
2008/10/16 22:50:14.400,4.995
2008/10/16 22:50:14.290,4.998
2008/10/16 22:50:14.180,4.998
2008/10/16 22:50:14.070,4.995
2008/10/16 22:50:13.963,4.995
2008/10/16 22:50:13.853,4.995
2008/10/16 22:50:13.743,4.995
2008/10/16 22:50:13.633,4.995
2008/10/16 22:50:13.540,4.995
2008/10/16 22:50:13.417,4.998
2008/10/16 22:50:13.307,4.998
2008/10/16 22:50:13.213,4.995
2008/10/16 22:50:13.087,4.995
2008/10/16 22:50:12.977,4.995
2008/10/16 22:50:12.867,4.998
2008/10/16 22:50:12.773,4.998
2008/10/16 22:50:12.650,4.998
2008/10/16 22:50:12.540,4.995
2008/10/16 22:50:12.430,4.995
2008/10/16 22:50:12.320,4.998
2008/10/16 22:50:12.213,4.998
2008/10/16 22:50:12.103,4.995
2008/10/16 22:50:11.993,4.995
2008/10/16 22:50:11.883,4.998
2008/10/16 22:50:11.773,4.995
2008/10/16 22:50:11.667,4.998
2008/10/16 22:50:11.557,4.995
2008/10/16 22:50:11.447,4.995
2008/10/16 22:50:11.337,4.995
2008/10/16 22:50:11.227,4.995
2008/10/16 22:50:11.133,4.998
2008/10/16 22:50:11.010,4.995
2008/10/16 22:50:10.900,4.993
2008/10/16 22:50:10.790,4.995
2008/10/16 22:50:10.680,4.995
2008/10/16 22:50:10.570,4.998
2008/10/16 22:50:10.463,4.995
2008/10/16 22:50:10.353,4.995
2008/10/16 22:50:10.243,4.995
2008/10/16 22:50:10.133,4.995
2008/10/16 22:50:10.040,4.995
2008/10/16 22:50:09.917,4.995
2008/10/16 22:50:09.807,4.995
2008/10/16 22:50:09.697,4.995
2008/10/16 22:50:09.587,4.995
2008/10/16 22:50:09.477,4.995
2008/10/16 22:50:09.367,4.998
2008/10/16 22:50:09.273,4.995
2008/10/16 22:50:09.167,4.995
2008/10/16 22:50:09.040,4.998
2008/10/16 22:50:08.947,4.998
2008/10/16 22:50:08.820,4.995
2008/10/16 22:50:08.713,4.995
2008/10/16 22:50:08.603,4.995
2008/10/16 22:50:08.493,4.995
2008/10/16 22:50:08.383,4.998
2008/10/16 22:50:08.273,4.995
2008/10/16 22:50:08.167,4.995
2008/10/16 22:50:08.057,4.995
2008/10/16 22:50:07.947,4.998
2008/10/16 22:50:07.837,4.998
2008/10/16 22:50:07.727,4.995
2008/10/16 22:50:07.617,4.995
2008/10/16 22:50:07.510,4.998
2008/10/16 22:50:07.400,4.998
2008/10/16 22:50:07.290,4.995
2008/10/16 22:50:07.180,4.995
2008/10/16 22:50:07.070,4.995
2008/10/16 22:50:06.963,4.993
2008/10/16 22:50:06.853,4.998
2008/10/16 22:50:06.760,4.998
2008/10/16 22:50:06.650,4.995
2008/10/16 22:50:06.523,4.995
2008/10/16 22:50:06.417,4.998
2008/10/16 22:50:06.307,4.995
2008/10/16 22:50:06.197,4.998
2008/10/16 22:50:06.087,4.995
2008/10/16 22:50:05.977,4.995
2008/10/16 22:50:05.867,4.998
2008/10/16 22:50:05.760,4.998
2008/10/16 22:50:05.650,4.995
2008/10/16 22:50:05.540,4.995
2008/10/16 22:50:05.430,4.993
2008/10/16 22:50:05.320,4.995
2008/10/16 22:50:05.213,4.998
2008/10/16 22:50:05.103,4.998
2008/10/16 22:50:04.993,4.995
2008/10/16 22:50:04.883,4.995
2008/10/16 22:50:04.773,4.995
2008/10/16 22:50:04.667,4.995
2008/10/16 22:50:04.557,4.995
2008/10/16 22:50:04.447,4.995
2008/10/16 22:50:04.337,4.995
2008/10/16 22:50:04.227,4.998
2008/10/16 22:50:04.133,4.995
2008/10/16 22:50:04.007,4.998
2008/10/16 22:50:03.917,4.998
2008/10/16 22:50:03.790,4.995
2008/10/16 22:50:03.680,4.995
2008/10/16 22:50:03.570,4.998
2008/10/16 22:50:03.463,4.998
2008/10/16 22:50:03.353,4.995
2008/10/16 22:50:03.243,4.995
2008/10/16 22:50:03.133,4.998
2008/10/16 22:50:03.023,4.998
2008/10/16 22:50:02.917,4.998
2008/10/16 22:50:02.807,4.995
2008/10/16 22:50:02.697,4.995
2008/10/16 22:50:02.587,4.993
2008/10/16 22:50:02.477,4.995
2008/10/16 22:50:02.367,4.995
2008/10/16 22:50:02.257,4.995
2008/10/16 22:50:02.150,4.995
2008/10/16 22:50:02.040,4.998
2008/10/16 22:50:01.930,4.998
2008/10/16 22:50:01.820,4.993
2008/10/16 22:50:01.713,4.995
2008/10/16 22:50:01.603,4.995
2008/10/16 22:50:01.493,4.995
2008/10/16 22:50:01.383,4.995
2008/10/16 22:50:01.273,4.995
2008/10/16 22:50:01.167,4.993
2008/10/16 22:50:01.057,4.995
2008/10/16 22:50:00.947,4.995
2008/10/16 22:50:00.853,4.995
2008/10/16 22:50:00.727,4.995
2008/10/16 22:50:00.617,4.993
2008/10/16 22:50:00.507,4.998
2008/10/16 22:50:00.400,4.995
2008/10/16 22:50:00.290,4.995
2008/10/16 22:50:00.180,4.995
2008/10/16 22:50:00.070,4.995
2008/10/16 22:49:59.963,4.998
2008/10/16 22:49:59.853,4.995
2008/10/16 22:49:59.743,4.998
2008/10/16 22:49:59.633,4.995
2008/10/16 22:49:59.523,4.995
2008/10/16 22:49:59.417,4.995
2008/10/16 22:49:59.307,4.995
2008/10/16 22:49:59.197,4.998
2008/10/16 22:49:59.087,4.998
2008/10/16 22:49:58.977,4.995
2008/10/16 22:49:58.867,4.995
2008/10/16 22:49:58.757,4.998
2008/10/16 22:49:58.650,4.998
2008/10/16 22:49:58.540,4.995
2008/10/16 22:49:58.430,4.993
2008/10/16 22:49:58.320,4.998
2008/10/16 22:49:58.213,4.995
2008/10/16 22:49:58.117,4.998
2008/10/16 22:49:57.993,4.995
2008/10/16 22:49:57.883,4.995
2008/10/16 22:49:57.773,4.995
2008/10/16 22:49:57.667,4.995
2008/10/16 22:49:57.557,4.995
2008/10/16 22:49:57.447,4.995
2008/10/16 22:49:57.337,4.995
2008/10/16 22:49:57.227,4.998
2008/10/16 22:49:57.133,4.995
2008/10/16 22:49:57.007,4.995
2008/10/16 22:49:56.900,4.993
2008/10/16 22:49:56.790,4.993
2008/10/16 22:49:56.680,4.993
2008/10/16 22:49:56.570,4.993
2008/10/16 22:49:56.463,4.99
2008/10/16 22:49:56.353,4.988
2008/10/16 22:49:56.243,4.983
2008/10/16 22:49:56.133,4.976
2008/10/16 22:49:56.040,4.966
2008/10/16 22:49:55.917,4.944
2008/10/16 22:49:55.807,4.924
2008/10/16 22:49:55.697,4.905
2008/10/16 22:49:55.587,4.888
2008/10/16 22:49:55.477,4.873
2008/10/16 22:49:55.367,4.856
2008/10/16 22:49:55.273,4.844
2008/10/16 22:49:55.150,4.829
2008/10/16 22:49:55.040,4.814
2008/10/16 22:49:54.930,4.797
2008/10/16 22:49:54.820,4.785
2008/10/16 22:49:54.727,4.77
2008/10/16 22:49:54.603,4.756
2008/10/16 22:49:54.493,4.744
2008/10/16 22:49:54.383,4.731
2008/10/16 22:49:54.273,4.719
2008/10/16 22:49:54.167,4.707
2008/10/16 22:49:54.057,4.695
2008/10/16 22:49:53.947,4.685
2008/10/16 22:49:53.837,4.673
2008/10/16 22:49:53.727,4.661
2008/10/16 22:49:53.617,4.648
2008/10/16 22:49:53.507,4.631
2008/10/16 22:49:53.400,4.617
2008/10/16 22:49:53.290,4.602
2008/10/16 22:49:53.180,4.587
2008/10/16 22:49:53.070,4.573
2008/10/16 22:49:52.960,4.556
2008/10/16 22:49:52.853,4.538
2008/10/16 22:49:52.743,4.524
2008/10/16 22:49:52.633,4.512
2008/10/16 22:49:52.523,4.502
2008/10/16 22:49:52.417,4.49
2008/10/16 22:49:52.307,4.48
2008/10/16 22:49:52.197,4.473
2008/10/16 22:49:52.087,4.465
2008/10/16 22:49:51.993,4.463
2008/10/16 22:49:51.867,4.441
2008/10/16 22:49:51.757,4.392
2008/10/16 22:49:51.650,4.358
2008/10/16 22:49:51.540,4.299
2008/10/16 22:49:51.430,4.241
2008/10/16 22:49:51.320,4.175
2008/10/16 22:49:51.210,4.118
2008/10/16 22:49:51.103,4.055
2008/10/16 22:49:50.993,3.991
2008/10/16 22:49:50.883,3.938
2008/10/16 22:49:50.773,3.891
2008/10/16 22:49:50.667,3.857
2008/10/16 22:49:50.557,3.828
2008/10/16 22:49:50.447,3.801
2008/10/16 22:49:50.337,3.779
2008/10/16 22:49:50.227,3.75
2008/10/16 22:49:50.133,3.72
2008/10/16 22:49:50.007,3.679
2008/10/16 22:49:49.900,3.623
2008/10/16 22:49:49.790,3.535
2008/10/16 22:49:49.680,3.405
2008/10/16 22:49:49.570,3.23
2008/10/16 22:49:49.460,3.076
2008/10/16 22:49:49.353,2.966
2008/10/16 22:49:49.243,2.888
2008/10/16 22:49:49.133,2.8
2008/10/16 22:49:49.023,2.653
2008/10/16 22:49:48.917,2.56
2008/10/16 22:49:48.807,2.538
2008/10/16 22:49:48.697,2.548
2008/10/16 22:49:48.587,2.563
2008/10/16 22:49:48.477,2.58
2008/10/16 22:49:48.367,2.597
2008/10/16 22:49:48.257,2.614
2008/10/16 22:49:48.150,2.629
2008/10/16 22:49:48.040,2.643
2008/10/16 22:49:47.930,2.661
2008/10/16 22:49:47.820,2.678
2008/10/16 22:49:47.710,2.697
2008/10/16 22:49:47.603,2.712
2008/10/16 22:49:47.493,2.729
2008/10/16 22:49:47.400,2.746
2008/10/16 22:49:47.273,2.761
2008/10/16 22:49:47.167,2.775
2008/10/16 22:49:47.070,2.792
2008/10/16 22:49:46.960,2.81
2008/10/16 22:49:46.837,2.827
2008/10/16 22:49:46.743,2.849
2008/10/16 22:49:46.617,2.871
2008/10/16 22:49:46.507,2.893
2008/10/16 22:49:46.400,2.912
2008/10/16 22:49:46.290,2.934
2008/10/16 22:49:46.180,2.949
2008/10/16 22:49:46.070,2.961
2008/10/16 22:49:45.960,2.966
2008/10/16 22:49:45.853,2.971
2008/10/16 22:49:45.743,2.978
2008/10/16 22:49:45.633,2.978
2008/10/16 22:49:45.523,2.983
2008/10/16 22:49:45.413,2.985
2008/10/16 22:49:45.307,2.988
2008/10/16 22:49:45.197,2.99
2008/10/16 22:49:45.087,2.99
2008/10/16 22:49:44.977,2.993
2008/10/16 22:49:44.867,2.995
2008/10/16 22:49:44.757,2.995
2008/10/16 22:49:44.650,2.995
2008/10/16 22:49:44.540,2.995
2008/10/16 22:49:44.430,2.995
2008/10/16 22:49:44.320,2.995
2008/10/16 22:49:44.210,2.995
2008/10/16 22:49:44.103,2.995
2008/10/16 22:49:43.993,2.993
2008/10/16 22:49:43.883,2.99
2008/10/16 22:49:43.773,2.988
2008/10/16 22:49:43.663,2.988
2008/10/16 22:49:43.557,2.988
2008/10/16 22:49:43.447,2.988
2008/10/16 22:49:43.337,2.99
2008/10/16 22:49:43.227,2.99
2008/10/16 22:49:43.133,2.995
2008/10/16 22:49:43.007,3.002
2008/10/16 22:49:42.900,3.015
2008/10/16 22:49:42.790,3.034
2008/10/16 22:49:42.680,3.061
2008/10/16 22:49:42.570,3.051
2008/10/16 22:49:42.460,3.029
2008/10/16 22:49:42.353,3.005
2008/10/16 22:49:42.243,2.983
2008/10/16 22:49:42.133,2.963
2008/10/16 22:49:42.023,2.949
2008/10/16 22:49:41.913,2.937
2008/10/16 22:49:41.807,2.929
2008/10/16 22:49:41.697,2.924
2008/10/16 22:49:41.587,2.922
2008/10/16 22:49:41.477,2.927
2008/10/16 22:49:41.367,2.932
2008/10/16 22:49:41.257,2.937
2008/10/16 22:49:41.163,2.946
2008/10/16 22:49:41.040,2.958
2008/10/16 22:49:40.930,2.971
2008/10/16 22:49:40.820,2.978
2008/10/16 22:49:40.710,2.99
2008/10/16 22:49:40.603,3.005
2008/10/16 22:49:40.493,3.022
2008/10/16 22:49:40.383,3.042
2008/10/16 22:49:40.273,3.068
2008/10/16 22:49:40.163,3.1
2008/10/16 22:49:40.070,3.142
2008/10/16 22:49:39.947,3.193
2008/10/16 22:49:39.837,3.254
2008/10/16 22:49:39.743,3.325
2008/10/16 22:49:39.617,3.408
2008/10/16 22:49:39.507,3.503
2008/10/16 22:49:39.400,3.603
2008/10/16 22:49:39.290,3.696
2008/10/16 22:49:39.180,3.777
2008/10/16 22:49:39.070,3.83
2008/10/16 22:49:38.960,3.884
2008/10/16 22:49:38.853,3.95
2008/10/16 22:49:38.743,4.026
2008/10/16 22:49:38.633,4.111
2008/10/16 22:49:38.523,4.189
2008/10/16 22:49:38.413,4.255
2008/10/16 22:49:38.307,4.28
2008/10/16 22:49:38.197,4.297
2008/10/16 22:49:38.087,4.321
2008/10/16 22:49:37.977,4.35
2008/10/16 22:49:37.867,4.382
2008/10/16 22:49:37.757,4.407
2008/10/16 22:49:37.650,4.424
2008/10/16 22:49:37.540,4.443
2008/10/16 22:49:37.430,4.451
2008/10/16 22:49:37.320,4.453
2008/10/16 22:49:37.210,4.458
2008/10/16 22:49:37.103,4.465
2008/10/16 22:49:36.993,4.473
2008/10/16 22:49:36.883,4.48
2008/10/16 22:49:36.773,4.485
2008/10/16 22:49:36.663,4.49
2008/10/16 22:49:36.557,4.497
2008/10/16 22:49:36.447,4.502
2008/10/16 22:49:36.337,4.509
2008/10/16 22:49:36.227,4.514
2008/10/16 22:49:36.117,4.519
2008/10/16 22:49:36.023,4.526
2008/10/16 22:49:35.900,4.529
2008/10/16 22:49:35.790,4.531
2008/10/16 22:49:35.680,4.538
2008/10/16 22:49:35.570,4.548
2008/10/16 22:49:35.460,4.558
2008/10/16 22:49:35.353,4.563
2008/10/16 22:49:35.257,4.57
2008/10/16 22:49:35.133,4.578
2008/10/16 22:49:35.023,4.585
2008/10/16 22:49:34.913,4.59
2008/10/16 22:49:34.820,4.595
2008/10/16 22:49:34.697,4.602
2008/10/16 22:49:34.587,4.609
2008/10/16 22:49:34.477,4.612
2008/10/16 22:49:34.383,4.617
2008/10/16 22:49:34.257,4.624
2008/10/16 22:49:34.150,4.626
2008/10/16 22:49:34.057,4.631
2008/10/16 22:49:33.930,4.639
2008/10/16 22:49:33.820,4.641
2008/10/16 22:49:33.710,4.646
2008/10/16 22:49:33.603,4.653
2008/10/16 22:49:33.477,4.658
2008/10/16 22:49:33.367,4.663
2008/10/16 22:49:33.257,4.668
2008/10/16 22:49:33.150,4.673
2008/10/16 22:49:33.057,4.678
2008/10/16 22:49:32.930,4.685
2008/10/16 22:49:32.820,4.69
2008/10/16 22:49:32.710,4.692
2008/10/16 22:49:32.603,4.695
2008/10/16 22:49:32.493,4.702
2008/10/16 22:49:32.383,4.707
2008/10/16 22:49:32.273,4.712
2008/10/16 22:49:32.163,4.717
2008/10/16 22:49:32.057,4.722
2008/10/16 22:49:31.947,4.726
2008/10/16 22:49:31.837,4.731
2008/10/16 22:49:31.727,4.736
2008/10/16 22:49:31.617,4.744
2008/10/16 22:49:31.507,4.751
2008/10/16 22:49:31.400,4.756
2008/10/16 22:49:31.290,4.766
2008/10/16 22:49:31.180,4.775
2008/10/16 22:49:31.070,4.783
2008/10/16 22:49:30.960,4.792
2008/10/16 22:49:30.853,4.805
2008/10/16 22:49:30.743,4.814
2008/10/16 22:49:30.633,4.827
2008/10/16 22:49:30.523,4.839
2008/10/16 22:49:30.413,4.853
2008/10/16 22:49:30.320,4.871
2008/10/16 22:49:30.197,4.885
2008/10/16 22:49:30.087,4.905
2008/10/16 22:49:29.977,4.919
2008/10/16 22:49:29.867,4.937
2008/10/16 22:49:29.757,4.954
2008/10/16 22:49:29.650,4.971
2008/10/16 22:49:29.540,4.985
2008/10/16 22:49:29.430,4.995
2008/10/16 22:49:29.320,4.995
2008/10/16 22:49:29.210,4.995
2008/10/16 22:49:29.103,4.998
2008/10/16 22:49:28.993,4.995
2008/10/16 22:49:28.883,4.995
2008/10/16 22:49:28.773,4.995
2008/10/16 22:49:28.663,4.995
2008/10/16 22:49:28.557,4.998
2008/10/16 22:49:28.447,4.995
2008/10/16 22:49:28.337,4.995
2008/10/16 22:49:28.227,4.995
2008/10/16 22:49:28.117,4.995
2008/10/16 22:49:28.007,4.995
2008/10/16 22:49:27.900,4.995
2008/10/16 22:49:27.790,4.995
2008/10/16 22:49:27.680,4.995
2008/10/16 22:49:27.570,4.998
2008/10/16 22:49:27.460,4.995
2008/10/16 22:49:27.367,4.998
2008/10/16 22:49:27.243,4.995
2008/10/16 22:49:27.133,4.993
2008/10/16 22:49:27.023,4.998
2008/10/16 22:49:26.913,4.998
2008/10/16 22:49:26.807,4.995
2008/10/16 22:49:26.697,4.995
2008/10/16 22:49:26.587,4.998
2008/10/16 22:49:26.477,4.995
2008/10/16 22:49:26.367,4.995
2008/10/16 22:49:26.257,4.995
2008/10/16 22:49:26.150,4.995
2008/10/16 22:49:26.040,4.998
2008/10/16 22:49:25.930,4.998
2008/10/16 22:49:25.820,4.998
2008/10/16 22:49:25.710,4.995
2008/10/16 22:49:25.603,4.995
2008/10/16 22:49:25.493,4.995
2008/10/16 22:49:25.383,4.998
2008/10/16 22:49:25.273,4.993
2008/10/16 22:49:25.163,4.993
2008/10/16 22:49:25.057,4.995
2008/10/16 22:49:24.947,4.995
2008/10/16 22:49:24.853,4.998
2008/10/16 22:49:24.727,4.998
2008/10/16 22:49:24.617,4.995
2008/10/16 22:49:24.507,4.995
2008/10/16 22:49:24.400,4.995
2008/10/16 22:49:24.290,4.995
2008/10/16 22:49:24.180,4.995
2008/10/16 22:49:24.070,4.995
2008/10/16 22:49:23.960,4.995
2008/10/16 22:49:23.853,4.995
2008/10/16 22:49:23.743,4.995
2008/10/16 22:49:23.633,4.998
2008/10/16 22:49:23.523,4.995
2008/10/16 22:49:23.413,4.995
2008/10/16 22:49:23.307,4.998
2008/10/16 22:49:23.197,4.998
2008/10/16 22:49:23.087,4.995
2008/10/16 22:49:22.977,4.995
2008/10/16 22:49:22.867,4.993
2008/10/16 22:49:22.757,4.995
2008/10/16 22:49:22.650,4.998
2008/10/16 22:49:22.540,4.995
2008/10/16 22:49:22.430,4.995
2008/10/16 22:49:22.320,4.995
2008/10/16 22:49:22.210,4.998
2008/10/16 22:49:22.103,4.998
2008/10/16 22:49:21.993,4.998
2008/10/16 22:49:21.883,4.995
2008/10/16 22:49:21.773,4.998
2008/10/16 22:49:21.663,4.995
2008/10/16 22:49:21.557,4.998
2008/10/16 22:49:21.447,4.998
2008/10/16 22:49:21.337,4.995
2008/10/16 22:49:21.227,4.995
2008/10/16 22:49:21.117,4.995
2008/10/16 22:49:21.007,4.998
2008/10/16 22:49:20.900,4.995
2008/10/16 22:49:20.807,4.995
2008/10/16 22:49:20.680,4.995
2008/10/16 22:49:20.570,4.998
2008/10/16 22:49:20.460,4.995
2008/10/16 22:49:20.353,4.995
2008/10/16 22:49:20.243,4.998
2008/10/16 22:49:20.133,4.995
2008/10/16 22:49:20.023,4.995
2008/10/16 22:49:19.913,4.995
2008/10/16 22:49:19.807,4.995
2008/10/16 22:49:19.697,4.993
2008/10/16 22:49:19.587,4.993
2008/10/16 22:49:19.477,4.995
2008/10/16 22:49:19.367,4.998
2008/10/16 22:49:19.257,4.995
2008/10/16 22:49:19.163,4.995
2008/10/16 22:49:19.057,4.995
2008/10/16 22:49:18.930,4.998
2008/10/16 22:49:18.820,4.995
2008/10/16 22:49:18.710,4.995
2008/10/16 22:49:18.603,4.998
2008/10/16 22:49:18.493,4.995
2008/10/16 22:49:18.383,4.998
2008/10/16 22:49:18.273,4.998
2008/10/16 22:49:18.163,4.995
2008/10/16 22:49:18.057,4.995
2008/10/16 22:49:17.947,4.995
2008/10/16 22:49:17.837,4.998
2008/10/16 22:49:17.727,4.995
2008/10/16 22:49:17.617,4.995
2008/10/16 22:49:17.507,4.995
2008/10/16 22:49:17.400,4.995
2008/10/16 22:49:17.290,4.998
2008/10/16 22:49:17.180,4.995
2008/10/16 22:49:17.070,4.995
2008/10/16 22:49:16.960,4.995
2008/10/16 22:49:16.853,4.998
2008/10/16 22:49:16.743,4.998
2008/10/16 22:49:16.633,4.995
2008/10/16 22:49:16.523,4.995
2008/10/16 22:49:16.413,4.995
2008/10/16 22:49:16.307,4.998
2008/10/16 22:49:16.197,4.998
2008/10/16 22:49:16.087,4.998
2008/10/16 22:49:15.977,4.995
2008/10/16 22:49:15.867,4.995
2008/10/16 22:49:15.757,4.998
2008/10/16 22:49:15.647,4.998
2008/10/16 22:49:15.540,4.998
2008/10/16 22:49:15.430,4.995
2008/10/16 22:49:15.320,4.995
2008/10/16 22:49:15.210,4.998
2008/10/16 22:49:15.103,4.998
2008/10/16 22:49:15.007,4.995
2008/10/16 22:49:14.883,4.995
2008/10/16 22:49:14.773,4.995
2008/10/16 22:49:14.680,4.995
2008/10/16 22:49:14.557,4.998
2008/10/16 22:49:14.447,4.995
2008/10/16 22:49:14.353,4.995
2008/10/16 22:49:14.227,4.995
2008/10/16 22:49:14.117,4.995
2008/10/16 22:49:14.007,4.998
2008/10/16 22:49:13.897,4.995
2008/10/16 22:49:13.807,4.995
2008/10/16 22:49:13.697,4.995
2008/10/16 22:49:13.570,4.998
2008/10/16 22:49:13.460,4.995
2008/10/16 22:49:13.353,4.995
2008/10/16 22:49:13.257,4.995
2008/10/16 22:49:13.133,4.995
2008/10/16 22:49:13.023,4.995
2008/10/16 22:49:12.913,4.998
2008/10/16 22:49:12.807,4.995
2008/10/16 22:49:12.710,4.995
2008/10/16 22:49:12.603,4.995
2008/10/16 22:49:12.477,4.998
2008/10/16 22:49:12.383,4.998
2008/10/16 22:49:12.257,4.998
2008/10/16 22:49:12.147,4.995
2008/10/16 22:49:12.057,4.995
2008/10/16 22:49:11.930,4.995
2008/10/16 22:49:11.837,4.995
2008/10/16 22:49:11.710,4.998
2008/10/16 22:49:11.603,4.995
2008/10/16 22:49:11.493,4.998
2008/10/16 22:49:11.383,4.995
2008/10/16 22:49:11.273,4.998
2008/10/16 22:49:11.163,4.995
2008/10/16 22:49:11.057,4.995
2008/10/16 22:49:10.947,4.995
